"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","P/M/S","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","丙胺酸(Ala)","乳糖","亞麻油酸(18:2)","修正熱量","其他脂肪酸","十七酸(17:0)","十三酸(13:0)","十九酸(19:0)","十五酸(15:0)","十八碳四烯酸(18:4)","半乳糖","反式脂肪","天門冬胺酸(Asp)","山酸(22:0)","己酸(6:0)","廿二碳五烯酸(22:5)","廿二碳六烯酸(22:6)","廿四酸(24:0)","廿碳五烯酸(20:5)","月桂酸(12:0)","果糖","棕櫚烯酸(16:1)","棕櫚酸(16:0)","次亞麻油酸(18:3)","水分","水解胺基酸總量","油酸(18:1)","灰分","熱量","甘胺酸(Gly)","甲硫胺酸(Met)","異白胺酸(Ile)","癸酸(10:0)","白胺酸(Leu)","硬脂酸(18:0)","磷","視網醇","視網醇當量(RE)","粗脂肪","粗蛋白","精胺酸(Arg)","糖質總量","組胺酸(His)","絲胺酸(Ser)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","總碳水化合物","纈胺酸(Val)","肉豆蔻烯酸(14:1)","肉豆蔻酸(14:0)","胱胺酸(Cys)","脂肪酸M總量","脂肪酸P總量","脂肪酸S總量","脯胺酸(Pro)","膳食纖維","膽固醇","色胺酸(Trp)","芥子酸(22:1)","花生油酸(20:4)","花生酸(20:0)","苯丙胺酸(Phe)","菸鹼素","葉酸","葡萄糖","蔗糖","辛酸(8:0)","酒精含量","酥胺酸(Thr)","酪胺酸(Tyr)","酪酸(4:0)","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵","離胺酸(Lys)","飽和脂肪","鱈烯酸(20:1)","麥芽糖","麩胺酸(Glu)"
"調味料及香辛料類","樣品基本資料","P1000301","肉燥","","","混合均勻打碎(精肉碎,醬油,蔥乾,味精等)",NA,0,0.28,0.28,0,0,0,0.04,0.02,553,0,5991,397,0,103,0,0,20,0,0,0,756,0,0,0,0,148,0,0,0,945,8941,382,46,8368,16220,2.2,397,742,148,325,34,622,4278,97,21,21,38,9.5,641,0,220,342,69,0.06,0.81,0.1,0.29,0,0,0,0,0,0.34,0,0,0,4.2,375,0,547,166,17490,6373,14187,638,0,109,77,0,0,76,337,1.88,34,0,0,39,0,315,262,0,941,9,294,0,0.2,0,21,1.3,589,14.2,325,0,1260
"藻類","樣品基本資料","F0700103","海帶梗","江白菜梗,昆布梗,海昆布梗","","生鮮,混合均勻打碎",NA,0,0.01,0.01,0,0,0,0,0,52,0,0,9,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,94.2,646,0,1.2,17,43,16,28,0,53,0,28,0,0,0.1,0.8,38,0,28,37,0,0.01,0.84,0.02,0,0,0,0,0,0,0.01,0,0,0,3.7,44,0,0,8,0,0,0,29,4.4,0,0,0,0,0,34,0.16,47.4,0,0,0,0,36,25,0,285,80,8,0,0.1,0,22,1.2,12,0,0,0,87
"藻類","樣品基本資料","F0700105","海帶絲","江白菜絲,昆布絲,海昆布絲","","生鮮,混合均勻打碎",NA,0,0.01,0.01,0,0,0,0,0,40,0,0,17,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,93.6,525,0,0.6,22,34,14,22,0,41,0,8,0,0,0.1,0.7,28,0,18,29,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,5,33,0,0,9,0,0,0,21,2.8,0,0,0,0,0,28,0.06,23.2,0,0,0,0,30,20,0,151,53,4,0,0.1,0,12,0.8,32,0,0,0,66
"魚貝類","樣品平均值","J04050","青星九刺鮨平均值","紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠","Blue-spotted rockcod; Coral hind; Coral rockcod; Vermillion seabass","生,混合均勻打碎",62,0,0.4,0.4,0,0,0,0,0,1166,0,5,94,9,5,0,0,5,0,0,0,1990,1,0,22,73,0,16,0,0,36,123,0,78,18636,62,1.3,94,862,606,869,0,1390,35,223,6,6,0.5,20.9,1259,0,460,758,21,0.02,0.63,0.04,0.22,0.5,0,0,0,0,0.4,0,0,0,0,888,0,34,323,105,144,206,580,0,44,335,1,28,2,806,2.98,2.3,0,0,0,0,883,730,0,46,6,471,0,0.4,0,32,0.1,1792,0.2,6,0,2940
"藻類","樣品基本資料","F0710101","乾海帶","乾江白菜,乾昆布,乾海昆布","Kelp; Sea weed: dried","生,乾貨,混合均勻打碎",0,0,0.62,0.63,0,0.01,18478,0.09,0,923,0,99,169,0,2,0,0,0,38,0,0,1039,0,0,0,0,0,51,0,0,8,359,16,15.5,9313,313,26,220,486,213,318,0,589,61,424,0,3080,1.1,10,395,0,154,394,30795,0.18,0,0.65,0.24,0,0,0,0,0,0.71,0,0,0,47.3,464,0,60,245,322,290,491,605,26.6,0,57,0,86,9,349,3.73,34.2,0,0,0,0,404,247,0,3153,791,7489,0,2.2,0,652,4.4,425,0.5,0,0,2004
"魚貝類","樣品基本資料","J0409401","金線魚","金線鰱,黃線,紅杉","Golden threadfin bream; Golden thread","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",57,0,0.63,0.63,0,0,0,0.01,0,1292,0,28,119,0,72,0,0,0,0,0,0,2213,0,0,101,495,0,122,0,0,251,898,7,76.3,21307,703,1.2,119,966,688,884,0,1740,340,205,13,13,3.3,20.9,1530,0,505,893,43,0.05,2.53,0.04,0.18,0.8,0,0,0,0,0.64,0,0,0,0,988,0,124,425,1100,754,1452,797,0,64,263,89,0,18,861,2.5,0,0,0,0,0,1007,791,0,103,21,329,0,0.3,0,31,0.2,2092,1.5,57,0,3372
"魚貝類","樣品基本資料","J0416501","秋刀魚","竹刀魚,山瑪魚","Pacific saury","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",43.9,0,0.73,0.73,0,0,0,0,0,1101,0,385,277,420,197,0,0,154,660,0,15.85,1815,9,0,331,2548,0,1407,6,0,644,2956,584,54.3,19106,1460,1,277,885,613,865,0,1569,446,182,13,13,21.8,18.8,1274,0.1,1341,752,43,0.01,7.44,0.28,0.26,0.1,0,0,0,0,0.73,0,0,0,4.1,935,7,1784,338,9979,5959,5625,701,0,43,332,4403,45,58,758,7.4,0,0.1,0,15,0,858,697,0,55,11,236,0,0.4,0,23,0.9,1650,5.6,3465,0,2622
"魚貝類","樣品基本資料","J0406001","血斑異大眼鯛","紅目鰱,嚴公仔","Rock bullseye; Red big-eye; Bullseye; Dusky-finned bullseye; Bigeye; Balarton; Catalufa; Glasseye snapper; Glass bigeye; Glasseye; Moonshine conga; Moonshine snapper ","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",66,0,0.37,0.37,0,0,0,0,0,1313,0,8,93,0,18,0,0,0,0,0,0,2225,1,0,9,175,3,35,0,0,25,137,3,77.7,21821,80,1.2,93,944,711,972,0,1811,58,181,5,5,0.6,20.6,1552,0,516,873,17,0.13,1.12,0.08,0.14,0.3,0,0,0,0,0.37,0,0,0,0,1062,0,26,508,126,231,244,762,0,54,265,18,0,2,893,4,0,0,0,0,0,1018,813,0,119,7,326,0,0.3,0,29,0.3,2071,0.2,3,0,3512
"魚貝類","樣品基本資料","J0410701","白姑魚","白口,帕頭,黃順,加網(澎湖)","Silver sea meagre; Silver croaker; White croaker; Croaker","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",47,0,0.15,0.2,0,0.09,0,0,0,1017,0,12,97,0,17,0,0,13,3,0,0,1826,7,0,39,192,5,77,0,0,306,636,6,78.2,17458,253,1.2,97,677,582,821,0,1404,118,207,11,11,1.8,18.8,1294,0,402,678,37,0.06,0.52,0.09,0.12,0,0,0,0,0,0.24,0,0,0,0,888,0,42,381,573,383,845,625,0,77,229,0,54,6,721,1.7,3,0,0,0,0,783,682,0,85,33,332,0,0.7,0,33,0.5,1693,0.8,14,0,2755
"魚貝類","樣品基本資料","J3600101","烏賊精囊","烏賊鰾(膘),花枝鰾(膘)","Squid bladder","生,混合均勻打碎",NA,0,1.11,1.11,0,0,0,0.02,0,284,0,0,43,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,82.1,7264,0,1.5,43,367,202,703,0,639,0,128,0,0,0.2,9.8,333,0,192,263,0,0.04,2.67,0.04,0.08,1.8,0,0,0,0,1.13,0,0,0,6.4,379,0,0,302,0,0,0,92,0,119,0,0,0,0,333,0.95,10.5,0,0,0,0,734,351,0,428,31,118,0,1.2,0,22,0,627,0,0,0,679
"藻類","樣品基本資料","F0500101","礁膜","海菜(澎湖人稱)","","生鮮,混合均勻打碎",0,0,0.03,0.03,0,0,326,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8,0,0,1.1,16,0,0,0,0,0,0,2,0,54,0.1,0.3,0,0,0,0,543,0.01,0,0.01,0,0.1,0,0,0,0,0.03,0,0,0,3.7,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0.16,110.6,0,0,0,0,0,0,0,77,92,19,0,0.2,0,86,3.3,0,0,0,0,0
"藻類","樣品基本資料","F0700104","海帶結","江白菜結,昆布結,海昆布結","","生鮮,混合均勻打碎",NA,0,0.03,0.03,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,15,6,94.7,0,27,0.8,17,0,0,0,0,0,4,11,0,0,0.1,0.8,0,0,0,0,0,0.01,0,0.01,0.29,0.1,0,0,0,0,0.03,0,0,0,3.6,0,0,7,0,29,34,27,0,2.4,0,0,0,12,0,0,0.06,91.8,0,0,0,0,0,0,0,230,78,7,0,0.1,0,22,1.3,0,0,0,0,0
"魚貝類","樣品基本資料","J0405801","大口黑鱸","黑鱸,加州鱸,淡水鱸","Largemouth black bass","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(購買時已去鱗及內臟)",47.4,0,1.46,1.51,0,0.06,0,0.17,0.05,1090,0,574,130,0,10,1,0,17,66,0,0,1872,0,0,153,540,0,247,2,0,376,834,90,75.4,17827,1160,1.2,130,878,572,904,0,1497,106,176,26,26,4.6,20.7,1078,0,485,777,87,0.23,1.88,0.08,0.17,2.4,0,0,0,0,1.74,0,0,0,0,924,4,203,189,1710,1731,1177,581,0,59,216,10,61,5,778,2.65,5.4,0,0,0,0,815,671,0,101,17,362,0,0.8,0,30,1.2,1737,1.2,159,0,2762
"油脂類","樣品基本資料","M1300101","米油(秈米)","米糠油,玄米油,胚芽米油","Rice oil; Rice bran oil","混合均勻",NA,0,5.14,5.92,0,0.72,0,4.11,0.33,0,0,32784,883,16,20,0,0,0,0,0,1362.63,0,302,0,0,0,448,0,0,0,181,19803,1149,0,0,41122,0,883,0,0,0,0,0,2208,0,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,424,0,41890,33933,24102,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,587,0,0
"油脂類","樣品基本資料","M1650101","調合花生油","","Blending peanut oil","混合均勻(花生油,芝麻油,玉米胚芽油,沙拉油等)",NA,0,13.16,16.68,0,0.55,14,31.43,3.33,0,0,44034,884,65,40,0,0,0,0,0,0,0,1887,0,0,0,845,0,0,0,77,12062,2327,0.1,0,33143,0,884,0,0,0,0,0,3547,0,0,2,100,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,48.47,0,0,0,0,0,0,55,0,34149,46361,19402,0,0,0,0,35,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,894,0,0
"油脂類","樣品基本資料","M1700101","油菜籽油","","Rapeseed oil","混合均勻",NA,0,19.05,21.49,0,0,0,24.25,0.64,0,0,23052,883,0,0,0,0,0,0,0,0,0,243,0,0,0,123,0,0,0,211,3945,10079,0.1,0,58132,0,883,0,0,0,0,0,1515,0,0,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.94,0,0,0,0,0,0,48,0,60414,33131,6355,0,0,0,0,606,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1465,0,0
"蔬菜類","樣品基本資料","E6800201","稜角絲瓜","澎湖絲瓜,十角絲瓜,十捻菜瓜,角瓜,廣東絲瓜,雨傘絲瓜,金門絲瓜,香港絲瓜","Angled luffa;","生鮮,去皮,混合均勻打碎",42.3,0,0.01,0.01,3,0,30,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,0,0,0.4,20,0,0,0,0,0,0,32,0,5,0.2,0.9,0,0,0,0,52,0.03,0,0.11,0.08,2.8,0,0,0,0,0.01,0,0,0,4.1,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,5,13,138,0,0.4,0,12,1.9,0,0,0,0,0
"蔬菜類","樣品基本資料","E6200101","冬瓜","白瓜,東瓜,枕瓜,水芝,地芝","Wax gourd; White gourd; winter melon","生鮮,大果,去皮, 混合均勻打碎",11.4,0,0.04,0.04,0,0,0,0.04,0.03,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,0,0,0.3,13,0,0,0,0,0,0,16,0,0,0.1,0.4,0,0,0,0,0,0.01,0,0.01,0.01,14.9,0,0,0,0,0.11,0,0,0,2.7,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,3,7,122,0,0.1,0,7,0.2,0,0,0,0,0
"飲料類","樣品基本資料","O0900101","即溶咖啡粉","","Instant coffee","瓶裝,混合均勻",NA,0,7.23,7.62,0,0.54,0,1.09,0.38,575,0,559,318,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,429,18,3.1,9010,119,7.9,363,767,34,340,0,906,109,311,0,0,1.3,16.6,24,0,245,0,0,0,0,0.9,0.54,0,0,0,0,0,9.24,0,0,0,71.2,516,0,0,61,155,577,538,0,22.2,0,40,0,0,0,502,69.61,11.2,0,0,0,0,0,305,0,86,132,4575,0,0.4,0,385,4.8,85,0.5,35,0,3353
"飲料類","樣品基本資料","O0200601","龜苓茶","","","罐裝,混合均質(龜苓糕粉,蜂蜜等)",NA,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0,0.1,33,0,0,0,0,0,0,13,25,25,0,0,0,0,0,0,82,0,0,0,0.01,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,18,1,30,0,0.1,0,1,0.8,0,0,0,0,0
"飲料類","樣品基本資料","O0701301","綠茶茶湯","","Green tea","每茶袋以約90℃自來水240mL浸泡4分鐘,取湯汁混合均勻",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"蔬菜類","樣品基本資料","E0800101","草石蠶","甘露兒,甘露菜,寶塔菜,地蠶,螺獅菜,土蛹(坊間誤稱為冬蟲夏草)","Chinese artichoke","生鮮,混合均勻打碎",NA,0,0.01,0.02,0,0.02,0,0.01,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.3,0,0,0.9,75,0,0,0,0,0,0,74,0,0,0,1.7,0,0,0,0,0,0.07,0,0.08,0.12,4.1,0,0,0,0,0.04,0,0,0,18,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,27,471,0,0.6,0,22,1.1,0,0,0,0,0
"飲料類","樣品基本資料","O0702901","乳酸飲料","","","瓶裝,混合均勻(乳酸鈣,奶粉,維生素C等)",NA,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,0,0,0.1,45,0,0,0,0,0,0,9,0,0,0,0.2,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,0,0,0,0,0,0,0,20,20,13,0,0.1,0,1,0.2,0,0,0,0,0
"飲料類","樣品基本資料","O0703201","維生素強化飲料(維生素C)","","Drink: vitamin C enriched","瓶裝,混合均勻(維生素C,B2及菸鹼酸等)",NA,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.07,0,1641,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.1,0,0,0,0,0
"飲料類","樣品基本資料","O0600701","汽水(維生素強化)","","","罐裝,混合均勻(胡蘿蔔素,維生素B2等)",NA,0,0,0,0,0,11,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0,0,0.1,46,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,18,0,0,0.93,0,20.6,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0.1,0,0,0,0,0
"蔬菜類","樣品基本資料","E3850201","榨菜","榨菜藺蕓苔,四川榨菜,疙瘩菜,稜角菜,筆架菜,香爐菜,瘤菜","tsatsai， tza-tsai","鹽漬發酵,混合均勻打碎",NA,0,0.17,0.18,50,0,87,0.09,0,0,0,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,91,86.5,0,80,7.2,25,0,0,0,0,0,22,20,0,19,0.4,1.3,0,0,0,0,187,0.01,0,0.03,0.07,0,0,0,0,0,0.27,0,0,0,4.6,0,0,0,0,80,165,114,0,2.9,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,2790,47,90,0,0.4,0,9,2,0,0.1,0,0,0
"調味料及香辛料類","樣品基本資料","P0700501","薄鹽醬油(低鈉)","低鹽醬油","Soy sauce","薄鹽醬油,混合均勻(黃豆,小麥,鹽 ,糖,酒料等)",NA,0,0,0,0,0,0,0,0,423,0,0,77,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,71.4,6321,0,9.2,77,326,67,299,0,462,0,137,0,0,0,7.4,166,0,95,295,0,0,0,0.17,0.39,0,0,0,0,0,0,0,0,0,11.9,327,0,0,88,0,0,0,403,0,0,0,0,0,0,267,0.93,29.9,0,0,0,0,236,61,0,3508,3,372,0,0.3,0,46,1.6,337,0,0,0,1883
"調味料及香辛料類","樣品基本資料","P0700701","醬油膏","","","醬油膏,混合均勻(黃豆,小麥,鹽 ,糖,澱粉,米等)",NA,0,0,0,0,0,0,0,0,173,0,0,103,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,63.4,6352,0,10.7,103,279,61,269,0,464,0,111,0,0,0,6.8,366,0,147,307,0,0.01,0,0.06,0.58,0,0,0,0,0,0,0,0,0,19,320,0,0,53,0,0,0,400,0,0,0,0,0,0,284,0.43,25.6,0,0,0,0,241,96,0,4050,2,327,0,0.5,0,48,2.6,384,0,0,0,1754
"調味料及香辛料類","樣品基本資料","P0700301","黑豆醬油","黑豆蔭油,蔭油","Soy sauce","醬油,混合均勻(黑豆,砂糖,食鹽等)",NA,0,0.01,0.01,0,0,0,0.01,0.01,685,0,19,113,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0.7,10,11,0,61.8,5975,87,10,114,599,53,219,0,318,16,95,0,0,0.2,7.5,111,11.6,77,213,0,0,0,0.13,1.36,0,0,0,0,0,0.03,0,0,0,20.6,248,0,0,79,97,20,37,315,0.6,0,3,0,0,10,166,0.7,31.5,0.9,8.9,0,0,186,55,0,4077,14,343,0,0.4,0,51,1.2,315,0,0,1,1807
"蔬菜類","樣品基本資料","E6800101","絲瓜","菜瓜,布瓜,蠻瓜,天絲瓜,水瓜,天羅,天絡,仙人拐,魚鰦","Sponge gourd; Smooth loofah; dishcloth gourd","生鮮,去皮,混合均勻打碎",18.6,0,0.02,0.03,0,0,3,0.02,0,0,0,25,17,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.8,0,37,11,94.6,0,8,0.3,19,0,0,0,0,0,6,22,0,1,0.1,1.1,0,2.1,0,0,6,0.02,0,0.02,0.08,6.5,0,0,0,0,0.04,0,0,0,3.9,0,0,3,0,10,36,51,0,1,0,0,0,0,1,0,0.22,39.3,1.3,0,0,0,0,0,0,0,10,117,0.006,0.1,0,10,0.2,0,0.1,2,0,0
"穀物類","樣品基本資料","A0510101","加鈣米","","Short grain rice: calcium enriched","生,含碳酸鈣之精選粳米,混合均勻磨碎",NA,0,0.16,0.16,0,0,0,0.02,0,432,0,292,354,0,0,0,0,0,0,0,0,659,1,0,0,0,2,0,0,0,1,136,9,13.6,7280,278,0.6,355,327,144,303,0,625,12,87,0,0,0.7,7.4,452,0,323,359,0,0.09,0,0.02,0.07,0,0,0,0,0,0.18,0,0,0,77.7,431,0,2,315,282,301,156,333,0.7,0,80,0,0,3,381,0.89,33,0,0,0,0,248,224,0,8,170,83,0,2.1,0,19,0.5,239,0.2,3,0,1406
"蔬菜類","樣品基本資料","E7100201","綠櫛瓜","","Zucchini","生鮮,去頭尾,混合均勻打碎",5.6,0,0.67,0.75,0,0.12,479,0.2,0.01,75,0,0,11,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,95,1411,0,1,13,52,0,58,0,82,0,56,0,80,0,2.2,121,0,39,74,798,0.06,0,0.06,0.11,25.3,0,0,0,0,1,0,0,0,1.8,69,0,0,15,0,0,0,50,0.9,0,12,0,0,0,59,0.37,0,0,0,0,0,25,62,0,0,19,417,0,0.6,0,18,0.8,77,0,0,0,311
"肉類","樣品基本資料","I0520401","鴨腸","","Ducks: intestines","生,鴨臟器,混合均勻打碎",NA,0,0.08,0.08,0,0,0,0,0,846,0,736,94,48,7,0,0,3,0,0,0,1097,14,0,13,9,11,2,0,0,44,913,29,82.8,12834,1322,0.3,94,1108,300,568,0,1017,471,93,14,14,3.9,13.8,925,0,491,531,47,0.01,1.23,0.04,0.03,0,0,0,0,0,0.08,0,0,0,0,615,0,20,166,1404,945,1461,766,0,285,0,10,157,20,527,0.45,36.7,0,0,0,0,557,468,0,53,27,3,0,1.5,0,9,1.5,952,1.5,28,0,1898
"肉類","樣品基本資料","I0120401","滷牛筋","滷蹄筋","Beef Tendons: stewed","熟,混合均勻打碎",NA,0,0.39,0.41,0,0.01,0,0.16,0.07,1819,0,205,119,3,14,0,0,7,0,0,0,1318,4,0,9,0,5,0,0,0,196,565,25,72,18923,1482,1.6,119,4248,135,403,0,836,125,22,1,1,2.8,21.1,1653,0,350,710,3,0.02,0.12,0.04,0.03,0,0,0,0,0,0.63,0,0,0,2.6,590,38,51,83,1727,251,773,2448,0,49,0,0,11,3,524,0.37,21,0,0,0,0,466,279,0,524,11,39,0,0.6,0,8,0.1,769,0.8,11,0,2292
"魚貝類","樣品基本資料","J0406301","白馬頭魚","馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛","Tilefish; White horsehead","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",68,0,0.35,0.35,0,0,0,0.01,0.01,1055,0,7,91,0,7,1,0,6,2,0,0,1869,3,0,48,168,2,33,1,0,48,269,2,78.4,18437,213,1.3,91,780,587,865,0,1531,73,205,10,10,1,19.2,1284,0,452,732,33,0.02,1.46,0.04,0.13,1.9,0,0,0,0,0.37,0,0,0,0.1,912,0,41,431,293,298,408,634,0,40,294,7,38,5,747,1.7,0,0,0,0,0,828,680,0,63,9,431,0,0.4,0,34,0.3,1826,0.4,25,0,2930
"蔬菜類","樣品基本資料","E6250101","醃漬冬瓜","白瓜,東瓜,枕瓜,水芝,地芝","Wax gourd: pickled","生,大果,鹽漬,混合均勻打碎",NA,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,9.7,24,0,0,0,0,0,0,57,0,0,0.2,2.5,0,0,0,0,0,0,0,0,0.01,1.6,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,3690,51,150,0,0.3,0,23,1.3,0,0,0,0,0
"豆類","樣品基本資料","H1150101","豆漿","豆奶","Soy milk; Bean milk","熟,包裝產品,混合均勻(黃豆,水,糖等)",NA,0,0.04,0.11,0,0.03,0,0.42,0.25,103,0,617,56,0,1,0,0,0,0,0,0,259,6,0,0,0,2,0,0,0,1,162,95,86.3,2601,314,0.3,60,96,35,118,0,218,76,43,0,0,1.3,3.2,160,5.1,74,133,0,0.05,0,0.02,0.02,1,0,0,0,0,0.74,0,0,0,9,129,0,2,29,318,713,254,202,2.1,0,0,0,1,5,126,2.17,14.3,0,5.1,0,0,107,104,0,36,12,89,0,0.3,0,14,0.4,183,0.3,2,0,523
"加工調理食品及其他類","樣品基本資料","R6900201","茄汁鯖魚罐頭","","","熟,混合均勻打碎(鯖魚,番茄醬,鹽,糖等)",NA,0,1.56,1.61,0,0.03,126,0.38,0.06,858,0,396,115,55,52,3,0,48,27,0,0,1384,14,0,63,731,0,234,0,0.8,120,767,86,73.5,12993,594,2.2,116,744,389,667,0,116,283,323,2,23,3.8,17.6,857,3.1,834,548,216,0.03,8.68,0.15,0.4,0.2,0,0,0,0,2.03,0,0,0,2.8,718,0,141,63,781,1675,1331,460,0.7,52,317,16,139,24,612,8.67,4.3,0.6,1.7,0,0,633,555,0,357,246,284,0,0.9,0,36,2,1261,1.3,51,0,1979
"穀物類","樣品基本資料","A0501001","胚芽粳米(台粳10號）","","Germ rice; Rice with germ; Milled rice with embryo","生,混合均勻磨碎",NA,0,1.02,1.19,0,0.05,0,1.18,0.91,422,0,521,357,0,1,0,0,0,0,0,0,662,4,0,0,0,9,0,0,0,3,409,19,13.1,6986,624,0.8,360,348,113,282,0,604,45,179,0,0,1.7,7.3,615,0,187,358,0,0.31,0,0.03,0.13,0.1,0,0,0,0,3.16,0,0,0,77.2,399,0,15,104,636,540,492,292,1.8,0,98,3,0,8,359,2.29,15.4,0,0,0,0,252,308,0,1,8,149,0,1.5,0,60,0.6,265,0.5,7,0,1317
"蔬菜類","樣品基本資料","E5800601","青花菜筍","","","生鮮,混合均勻打碎",NA,0,0.48,0.54,0,0.03,437,0.47,0.01,139,0,47,27,16,0,0,0,0,0,0,0,347,14,0,0,0,16,0,0,0.4,41,198,69,90.4,2348,67,0.9,32,92,10,77,0,135,39,52,0,73,0.5,3,190,0.9,66,128,728,0.09,0,0.21,0.24,87.8,0,0,0,0,0.99,0,0,0,5.1,117,0,0,25,108,117,284,55,3,0,6,0,0,15,93,0.33,59.7,0.5,0,0,0,101,53,0,6,41,314,0,0.2,0,21,0.6,152,0.3,0,0,562
