"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","磷","視網醇","視網醇當量(RE)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","菸鹼素","葉酸","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵"
"調味料及香辛料類","樣品基本資料","P0101101","白胡椒粉","","White pepper powder","混合均勻",NA,0.33,0.35,0,0,45,0.15,0.04,87,0,8,76,0.06,0,0.14,0.82,1.1,0,0,0,0,0.52,0,0,0,1.82,44,120,420,116,0,0.8,0,403,53.3
"調味料及香辛料類","樣品基本資料","P1100101","沙拉醬","","Mayonnaise sauce; Mayonnaise; Salad dressing","混合均勻(沙拉油,雞蛋,醋,糖,鹽,香辛料等)",NA,7,11.15,0,4.42,5,19.36,0,34,36,37,129,0.01,0.16,0.05,0,0,0,0,0,0,30.78,0,0,0,0,6.9,980,10,108,0,0.7,0,3,0.5
"調味料及香辛料類","樣品基本資料","P0500301","高湯(豬大骨)","","","混合均勻(豬肉,大骨濃縮汁,鹽,調味料等)",NA,0.03,0.05,0,0,0,0.2,0.03,82,0,0,0,0.37,0,0.01,0.01,0,0,0,0,0,0.26,0,0,0,0,4.4,4472,4,62,0,0.1,0,11,3.5
"調味料及香辛料類","樣品基本資料","P1000701","素食炸醬","","","混合均勻打碎(豆瓣醬,葵花油,大豆蛋白,味素,辣椒醬,麻油,蠶豆醬,香料等)",NA,0.42,0.62,0,0.08,99,1.49,0.23,181,0,17,166,0.02,0,0.19,0.05,0,0,0,0,0,2.22,0,0,0,0.74,15.6,3474,84,433,0,1.1,0,70,2.2
"調味料及香辛料類","樣品基本資料","P1001001","速食乾麵麻醬包","","","混合均勻打碎(豬油,棕櫚油,芝麻醬,紅蔥,蒜頭,醬油,花生醬,鹽,味精,糖,香辛料,維生素E等)",NA,3.23,4.76,0,0.3,59,13.47,1.2,361,0,10,99,2.39,0.02,0.25,0.38,0,0,0,0,0,18.2,0,0,0,3.04,12.2,1716,402,286,0,2.3,0,160,2.8
"調味料及香辛料類","樣品基本資料","P1001301","蕃茄義大利麵醬","","","混合均勻打碎(蕃茄,橄欖,橄欖油,胡蘿蔔,芹菜,羅勒,辣椒,黑胡椒,水,糖,鹽,味精,澱粉,洋蔥粉等",NA,1.53,1.71,0,0.2,776,0.77,0.13,24,0,129,1293,0.05,0,0.04,0.26,8.5,0,0,0,0,2.63,0,0,0,0.71,3,768,20,217,0,0.4,0,14,0.6
"糕餅點心類","樣品基本資料","Q4100501","煎餅","","","熟食,混合均勻打碎(麵粉,糖,奶油,奶粉,蛋,植物油,大豆卵磷脂,維生素等E)",NA,1.84,2.64,0,0.31,26,5.99,1.5,115,49,53,208,0.03,0.03,0.16,0.01,0,0,0,0,0,9.65,0,0,0,0.54,12.5,162,56,157,0,0.6,0,20,0.7
"糕餅點心類","樣品基本資料","Q0700501","鬆餅","","","熟食,混合均勻打碎",NA,0.15,0.23,0,0.09,1,0.37,0.01,212,21,21,72,0.07,0.15,0.16,0.01,0,0,0,0,0,0.62,0,0,0,0.33,4.3,228,105,142,0,0.5,0,13,0.4
"糕餅點心類","樣品基本資料","Q2100201","咖啡凍","","","混合均勻打碎(水,糖,植物膠,香料,氯化鉀,檸檬酸鈉,乳酸鈣,蒟蒻粉等)",NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.3,13,6,49,0,0.1,0,1,0.1
"穀物類","樣品基本資料","A0320601","雜糧中筋麵粉","","","生,混合均勻(中筋麵粉,全麥麵粉,裸麥,小黑麥,燕麥,玉米,大麥,大豆,糙米,小米,亞麻籽等)",NA,0.65,0.89,0,0.26,0,1.08,0,175,0,0,0,0.34,0,0.08,0.08,2.9,0,0,0,0,2,0,0,0,2.23,63.1,2,24,207,0.021,1.7,0,52,1.8
"水果類","樣品基本資料","D3400101","椪柑","橘子,蘆柑,壼柑,凸柑,乳柑,潮州柑","Tangerine; Ponkan","生鮮,去皮去子,混合均勻打碎",22.1,0.13,0.13,0,0,343,0.01,0.01,14,0,57,571,0.08,0,0.06,0.05,25.5,0,0,0,0,0.15,0,0,0,0.27,8.2,2,21,74,0,0.3,0,8,0.3
"肉類","樣品基本資料","I0304301","豬小排","里肌小排,肋小排,肋骨排","Back ribs; Small sparerib","生,豬背脊部位,去骨,混合均勻打碎",40.9,0.28,0.29,0,0,0,0.03,0,161,24,24,79,0.67,0.78,0.16,0.36,0.5,0,0,0,0,0.32,0,0,0,4.71,4.9,74,33,254,0,2.4,0,18,1
"穀物類","樣品基本資料","A0500205","粳米(台粳9號)","蓬萊米,圓米","Short grain rice","生,白粳米,混合均勻磨碎",NA,0.14,0.14,0,0,0,0.03,0,74,0,0,0,0.06,0,0.02,0.12,0,0,0,0,0,0.17,0,0,0,1.05,12.3,2,5,71,0,1.5,0,18,0.2
"蔬菜類","樣品基本資料","E7400501","黃金小蕃茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果","Tomato","生鮮,橙色系小果,去蒂頭,混合均勻打碎",NA,1.34,1.42,0,0,144,0.71,0.09,25,0,24,239,0.09,0,0.06,0.14,37.3,0,0,0,0,2.15,0,0,0,0.64,14,3,11,390,0.002,0,0,12,0.3
"水果類","樣品基本資料","D1900204","鳳光西瓜","水瓜,寒瓜,夏瓜","","生鮮,紅肉小瓜,長球型,深淺綠色條紋相間,,鮮紅肉色,去皮及籽,混合均勻打碎",50.3,0.06,0.06,0,0.01,812,0,0,11,0,135,1353,0.05,0,0.08,0.09,7.1,0,0,0,0,0.07,0,0,0,0.08,4,1,4,162,0,0,0,12,0.2
"蔬菜類","樣品基本資料","E3200602","土植小白菜(3月取樣)","白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0.88,0.89,0,0,452,0.07,0,37,0,75,753,0.05,0,0.09,0.13,25.6,0,0,0,0,0.95,0,0,0,0.37,96.8,32,78,223,0.003,0.2,0,15,1.2
"肉類","樣品基本資料","I0110101","牛五花肉火鍋片","","","生,冷凍產品,混合均勻打碎",NA,0.81,0.81,0,0,0,0.03,0,91,29,29,98,0.06,1.62,0.12,0.22,0,0,0,0,0,0.83,0,0,0,0.23,7.5,45,4,174,0,2.3,0,11,1
"肉類","樣品基本資料","I0110102","牛紐約客火鍋片","","","生,冷凍產品,混合均勻打碎",NA,0.39,0.39,0,0,0,0.01,0,149,13,13,42,0.07,1.21,0.13,0.57,0,0,0,0,0,0.4,0,0,0,5.86,8,34,6,293,0,2.5,0,18,1.3
"肉類","樣品基本資料","I0110104","牛嫩肩里肌火鍋片","","","生,冷凍產品,混合均勻打碎",NA,1.6,1.6,0,0,0,0.02,0,151,12,12,41,0.06,4.25,0.25,0.26,0,0,0,0,0,1.62,0,0,0,2.82,7.4,56,4,286,0.002,5.8,0,17,2.4
"水果類","樣品基本資料","D3800201","萊姆","無子檸檬","Lime","生鮮,去皮,混合均勻打碎",25.2,0.54,0.54,0,0,11,0.01,0,15,0,2,18,0.03,0,0.03,0.04,28.1,0,0,0,0,0.55,0,0,0,0.09,17.9,1,23,108,0.038,0.2,0,7,0.3
"蔬菜類","樣品基本資料","E7400302","黑柿番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果","Tomato","生鮮,綠色系大果,去蒂頭,混合均勻打碎",5.1,1.02,1.05,0,0,594,0.25,0.02,19,0,99,990,0.06,0,0.02,0.14,13.7,0,0,0,0,1.29,0,0,0,0.57,14.7,1,10,189,0.05,0.2,0,7,0.4
"水果類","樣品基本資料","D2000405","香華洋香瓜","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜","Melon; Honeydew melon","生鮮,網紋洋香瓜種,球形,綠皮綠肉系,去皮及籽,混合均勻打碎",36.9,0.08,0.08,0,0,18,0.03,0,7,0,3,29,0.02,0,0.02,0.06,15.5,0,0,0,0,0.1,0,0,0,0.11,9.8,20,5,184,0.098,0.3,0,10,0.6
"肉類","樣品基本資料","I0321403","豬肩骨湯","高湯","Pork stock","熟,736g肩骨以2L沸水燙洗2分鐘,再以3L沸水熬煮4小時,最後定量至2L.",NA,0.01,0.01,0,0,0,0,0.01,9,0,0,0,0.01,0.05,0.03,0.04,0.6,0,0,0,0,0.02,0,0,0,0.56,2.3,16,1,37,0,0.1,0,1,0
"菇類","樣品基本資料","G0350101","草菇罐頭","蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)","(Paddy) Straw mushroom: canned","熟,罐頭製品,瀝除水分,混合均勻打碎",0,0,0,0,0,0,0,0,44,0,0,0,0,0,0.02,0.03,11.8,0,0,0,0,0,0,0,0,0.08,6.2,306,6,4,0,0.5,0,7,1.2
"澱粉類","樣品基本資料","B0820101","荸薺粉","水栗粉,地栗粉,馬蹄粉,馬薯粉,烏芋粉,水燈心草粉,海蔥仔粉,水蔥仔粉","Chinese water chestnut starch","生,混合均勻",NA,0,0,0,0,0,0,0,11,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0.22,33.8,4,11,42,0,0.3,0,5,1.5
"魚貝類","樣品基本資料","J0416101","克氏兔頭魨","鯖河魨,煙仔規,黃魚規,烏魚規,青皮魚規,金紙規,規仔,金規(澎湖)","Blowfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",70,0.44,0.44,0,0,0,0,0,203,6,6,20,0.01,1.04,0.07,0.85,0.5,0,0,0,0,0.44,0,0,0,3.2,6,134,6,354,0,1.2,0,29,0.5
"魚貝類","樣品基本資料","J0403108","鯔切片","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)","Sea mullet; River mullet; Springer; Striped mullet; Common grey mullet; Common mullet; Black mullet; Bright mullet; Black true mullet; Bully mullet; Callifaver mullet; Flathead grey mullet; Mullet;","生,冷凍包裝,去皮,混合均勻打碎",NA,0.82,0.84,0,0.02,0,0.11,0,260,5,5,16,0.03,4.73,0.15,0.32,5.8,0,0,0,0,0.95,0,0,0,6.59,9.9,27,8,393,0,0.4,0,30,1
"魚貝類","樣品基本資料","J0700101","油魚卵(加工)","油魚子","Escolar roe","生,加工製品,混合均勻打碎(油魚子,鹽等)",NA,10.27,10.27,0,0,0,0,0,1103,186,186,619,0.32,22.17,0.66,0.58,0,0,0,0,0,10.27,0,0,0,3.94,52.8,688,10,465,0,9.4,0,32,1.5
"魚貝類","樣品基本資料","J0401301","草魚切片","鯇,鯤,池魚,草根魚,草鰱(高屏地區)","White amur; White amur; Grass carp; Gardd carp","生,去皮及骨刺,混合均勻打碎",15.8,0.32,0.34,0,0.01,0,0.14,0.09,180,14,14,46,0.01,1.37,0.04,0.16,0.8,0,0,0,0,0.55,0,0,0,2.59,0,53,10,335,0,0.5,0,29,0.5
"魚貝類","樣品基本資料","J0600101","圓鱈魚鰓肉","","","生,冷凍產品,混合均勻打碎",NA,0.32,0.32,0,0,0,0,0,137,149,149,497,0.02,0,0.02,0.05,0.4,0,0,0,0,0.32,0,0,0,0.97,9,225,7,110,0,0.5,0,14,0.1
"豆類","樣品基本資料","H0405101","紅豆","小豆,赤小豆,赤豆,通常小豆,小紅豆,紅小豆","Red bean; Rice bean; Small red bean; Adzuki bean","生,乾貨,混合均勻磨碎",NA,0.19,0.81,0,0.12,0,3.4,7.43,442,0,0,0,0.41,0,0.14,0.34,1.2,0,0,0,0,11.14,0,0,0,1.85,110.7,1,87,1203,0,3.1,0,162,7.1
"魚貝類","樣品基本資料","J0404101","深海鱗角魚","深海角魚,雞角,角仔魚","Gurnard; Searobin","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",77.5,0.46,0.46,0,0,0,0,0,223,53,53,178,0.09,2.46,0.16,0.38,0.8,0,0,0,0,0.46,0,0,0,3.3,7,105,7,399,0,0.5,0,28,0.6
"魚貝類","樣品基本資料","J0408201","希氏姬鯛","鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜","Snapper; Von Siebold's snapper fish; Jobfish; Lavender jobfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",52.3,0.55,0.55,0,0,0,0,0,336,4,4,13,0.1,3.85,0.21,0.39,0.8,0,0,0,0,0.55,0,0,0,4.95,2,57,3,433,0,0.4,0,31,2
"蛋類","樣品基本資料","K0108101","雞蛋黃(白殼)","","Hen's egg yolk: white eggshell","生,雞蛋,去殼及蛋白,混合均質",68,4.79,4.94,0,0.06,0,1.21,0.04,511,559,559,1862,0.22,3.83,0.58,0.36,0,0,0,0,0,6.1,0,0,0,0.21,160.2,52,128,114,0.134,4.2,0,11,5.7
"蛋類","樣品基本資料","K0214102","鴨熟鹹蛋","","Duck's egg: salted","熟,鴨蛋製品,去殼,混合均勻打碎",12.5,1.5,1.55,0,0,10,0.5,0,217,135,137,467,0.13,3.7,0.57,0.2,0,0,0,0,0,2,0,0,0,0.22,32.6,2068,62,133,0.076,1.7,0,12,2.8
"穀物類","樣品基本資料","A0550401","粿仔條","","Rice noodle","熟,混合均勻打碎",NA,0.03,0.09,0,0.01,0,0.5,0.25,12,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.79,0,0,0,0,0,15,19,4,0,0,0,3,0
"豆類","樣品基本資料","H1000301","冷凍菜豆(莢)","四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆","Yard-long bean: frozen","生,冷凍包裝,混合均勻打碎",NA,0.01,0.01,72,0,529,0,0.02,49,0,94,941,0.07,0,0.1,0.1,5.2,0,0,0,0,0.03,0,0,0,0.34,0,2,86,282,0,0.3,0,30,2.1
"蛋類","樣品基本資料","K0106102","雞蛋白(黃殼)","","Hen's egg white: yellow eggshell","生,雞蛋,去殼及蛋黃,混合均質",NA,0,0,0,0,0,0,0,19,0,0,0,0.01,0,0.42,0.01,0,0,0,0,0,0,0,0,0,0.06,0,213,7,163,0,0.1,0,15,0.3
"蛋類","樣品基本資料","K0108102","雞蛋黃(黃殼)","","Hen's egg yolk: yellow eggshell","生,雞蛋,去殼及蛋白,混合均質",NA,1.99,2.09,0,0,0,1.01,0,628,414,414,1381,0.23,2.08,0.53,0.36,0.2,0,0,0,0,3,0,0,0,0.4,0,60,187,134,0,3,0,10,5.2
"蔬菜類","樣品基本資料","E2500101","紅蔥頭","油蔥頭,珠蔥頭,分蔥頭,大頭蔥頭,四季蔥頭","Shallot","生鮮,去蒂頭及外皮,混合均勻打碎",14.4,0.32,0.34,0,0.02,1,0.1,0,66,0,0,1,0.08,0,0.04,0.17,4.3,0,0,0,0,0.44,0,0,0,0.48,0,16,21,298,0,0.5,0,19,0.7
"蔬菜類","樣品基本資料","E3200803","有機小白菜(7月取樣)","白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi:organic","生鮮,小白菜,去蒂頭,混合均勻打碎",6.1,0.89,0.9,0,0.02,149,0.04,0,22,0,25,249,0.04,0,0.07,0.19,19.4,0,0,0,0,0.95,0,0,0,0.65,0,33,127,260,0,0.2,0,12,0.7
"水果類","樣品基本資料","D3500301","西施蜜柚","柚子,內紫,朱欒,香欒,座凡,拋,欒(西施柚)","Shaddocks; Pomelo; Pummelo","生鮮,取果肉,混合均勻打碎",49.4,0.31,0.31,0,0,0,0,0,16,0,0,0,0.03,0,0.03,0.03,57.8,0,0,0,0,0.31,0,0,0,0.18,0,0,7,175,0,0.1,0,5,0
"蔬菜類","樣品基本資料","E3000401","冷凍甘藍","高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍","Cabbage: frozen","混合均勻打碎",NA,0,0,0,0,0,0,0,22,0,0,0,0.03,0,0.02,0.05,38,0,0,0,0,0,0,0,0,0.05,0,21,49,120,0,0.2,0,14,0.3
"蔬菜類","樣品基本資料","E3700201","芹菜(青梗)","旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹","Celery","生鮮,本地種,去蒂及葉,混合均勻打碎",23.4,0.2,0.22,0,0.03,581,0.01,0,28,0,97,969,0.02,0,0.04,0.04,7.9,0,0,0,0,0.24,0,0,0,0.39,0,46,86,321,0,0.4,0,12,0.1
"魚貝類","樣品基本資料","J0414803","鯖魚(烤,150度,10分)","","Mackerel","熟,去鱗,含皮,去骨刺及內臟,以150℃烤10分鐘",NA,0.69,0.69,0,0,0,0.04,0,219,164,164,548,0.18,12.33,0.28,0.28,0,0,0,0,0,0.73,0,0,0,6.98,3,58,5,333,0,1.1,0,27,1.6
"蔬菜類","樣品基本資料","E4000101","芫荽","香菜,香荽,胡荽,蒝荽,芫蓑,松鬚菜","Chinese parsley","生鮮,去蒂,混合均勻打碎",11,0.41,0.41,454,0,7024,0.04,0.01,38,0,1209,12085,0.06,0,0.17,0.13,71.9,0,0,0,0,0.46,0,0,0,0.99,0,17,61,303,0,2.2,0,17,2.4
"魚貝類","樣品基本資料","J0406801","大甲鰺","鐵甲,扁甲,大目巴攏,大甲鰺","Torpedo scad; Torpedo trevally; Cordyla scad; Finletted mackerel; Finny scad; Hardtail scad","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55,0.07,0.07,0,0,0,0,0,320,11,11,37,0.05,10.75,0.25,0.27,0.8,0,0,0,0,0.07,0,0,0,3.4,5,90,136,365,0,0.9,0,37,2
"魚貝類","樣品基本資料","J3100601","綠殼菜蛤干(淡菜)","孔雀蛤(生鮮),淡菜(乾品),孔雀貽貝,翡翠貽貝","Green Mussel","生,乾貨,混合均勻打碎",NA,1.22,1.25,4,0.04,6,0.08,0,349,246,248,835,0.08,12.22,0.45,0.09,0,0,0,0,0,1.34,0,0,0,3.94,154.3,865,122,332,0,6.3,0,124,7.4
"穀物類","樣品基本資料","A0351701","雞蛋麵","","Noodle: egg flavored","生,乾麵條,混合均勻打碎(蛋白質,澱粉等)",NA,0.05,0.08,0,0.06,0,0,0.04,127,0,0,0,0.14,0.18,0.05,0.11,7.2,0,0,0,0,0.15,0,0,0,1.43,39.2,467,5,132,0,0.7,0,32,1.7
"蔬菜類","樣品基本資料","E0500101","百合鱗片","百合,百合花鱗片,蒜腦藷","Fresh lily bulb","生鮮,混合均勻打碎(生鮮百合)",NA,0.1,0.1,0,0,0,0,0,66,0,0,0,0.11,0,0.13,0.02,8.8,0,0,0,0,0.1,0,0,0,1.6,0,4,11,570,0,0.8,0,24,0.8
"蔬菜類","樣品基本資料","E8900101","石蓮花","蓮座草","","生鮮,混合均勻打碎",NA,0.87,0.89,0,0.03,252,0.03,0,12,0,42,420,0.02,0,0.03,0.1,6.1,0,0,0,0,0.92,0,0,0,0.47,0,40,231,74,0,0.1,0,30,0.7
"魚貝類","樣品基本資料","J0409903","真鯛(5月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚","Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",61,0.35,0.35,0,0,0,0,0,240,2,2,6,0.35,1.02,0.06,0.27,0.5,0,0,0,0,0.35,0,0,0,5.95,8.9,64,10,442,0,0.4,0,34,0.8
"蔬菜類","樣品基本資料","E9200101","野苦瓜嫩梢","","","生鮮,混合均勻打碎",NA,0,0,340,0,5540,0,0,89,0,952,9516,0.02,0,0.04,0.22,86.2,0,0,0,0,0,0,0,0,0.72,0,16,459,650,0,0.9,0,99,8.5
"蔬菜類","樣品基本資料","E4100101","紅梗珍珠菜","角菜,香芹(甜)菜,山芹菜,甜菜,乳白艾,香甜菜,納艾香","Lysimachia fortunei Maxim.","生鮮,混合均勻打碎",NA,0,0,0,0,4825,0,0,74,0,804,8041,0.06,0,0.06,0.44,16.4,0,0,0,0,0,0,0,0,0.75,0,12,127,550,0,0.6,0,54,4.5
"蔬菜類","樣品基本資料","E4600301","昭和草","山茼蒿,野茼蒿,太子原,飛機草,神仙草","","生鮮,混合均勻打碎",NA,0,0,60,0,11400,0,0,37,0,1905,19049,0.04,0,0,0.01,2.6,0,0,0,0,0,0,0,0,0.51,0,9,83,520,0,0.3,0,20,4.2
"魚貝類","樣品基本資料","J0415303","銀鯧(5月)","白鯧,正鯧,銀鯧,支子","Silver pomfret; White pomfret","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",60,0.46,0.46,0,0,0,0.01,0,197,79,79,263,0.13,0.79,0.04,0.13,1.1,0,0,0,0,0.47,0,0,0,3.27,10.6,345,12,334,0,0.4,0,35,0.7
"魚貝類","樣品基本資料","J0200301","鯊魚切片","沙魚","Shark","生,混合均勻打碎",NA,0.61,0.64,0,0.01,0,0.18,0.07,258,50,50,167,0.03,0.85,0.04,0.37,0.2,0,0,0,0,0.88,0,0,0,7.2,9.5,62,5,219,0,1.1,0,30,0.7
"魚貝類","樣品基本資料","J4100401","紅海參","","Red sea cucumber","生,濕貨,生,濕貨,購買時已去內臟,混合均勻打碎",NA,0.04,0.04,0,0,0,0.01,0,3,0,0,1,0.01,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,6.2,87,63,3,0,1.3,0,31,1
"水果類","樣品基本資料","D2000203","嘉玉甜瓜","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜","Melon; Honeydew melon;","生鮮,東洋系脆瓜種,扁圓形,白綠皮肉系,去皮及籽,混合均勻打碎",25.5,0.04,0.06,0,0.01,0,0.11,0.01,27,0,0,0,0.05,0,0.02,0.14,18.7,0,0,0,0,0.17,0,0,0,0.95,0,4,6,413,0,0.3,0,13,0.3
"穀物類","樣品基本資料","A0510201","高纖米","高纖蓬萊米","Short grain rice","生,高纖粳米,混合均勻磨碎",NA,1.31,1.36,0,0.06,9,0.22,0.04,283,0,2,15,0.42,0,0.04,0.47,2,0,0,0,0,1.63,0,0,0,6.35,31.8,3,4,260,0,1.7,0,107,1.5
"魚貝類","樣品基本資料","J0406201","日本馬頭魚","馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛","Red tilefish; Horse-head fish; Horse head; Japanese horsehead fish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",59.9,0.52,0.52,0,0,0,0,0,211,8,8,28,0.03,1.45,0.05,0.07,0.8,0,0,0,0,0.52,0,0,0,1.25,2,86,9,394,0,0.5,0,31,0.3
"蔬菜類","樣品基本資料","E2300101","青蔥","蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥","Welsh onion, Bunching onion, Green onion","生鮮,去頭,尾部及外葉,混合均勻打碎",20.5,0.23,0.23,0,0,622,0.01,0,25,0,104,1037,0.06,0,0.07,0.16,11.2,0,0,0,0,0.24,0,0,0,0.36,46.5,3,54,174,0.004,0.2,0,15,0.9
"調味料及香辛料類","樣品基本資料","P0200401","咖哩粉","","Curry powder","混合均勻(胡荽,薑黃,小茴等)",NA,4.05,13.12,31,0,95,90.72,0,419,0,18,184,0.17,0,0.37,1.14,0,0,0,0,0,94.77,0,0,0,4.01,84.5,552,755,1717,0,3.3,0,294,65.9
"調味料及香辛料類","樣品基本資料","P0100301","山葵粉","","","混合均勻(天然山葵,澱粉,芥子,色素等)",NA,1.37,2.86,0,1.77,38,5.81,0.74,251,0,6,63,0.3,0,0.17,1.48,0,0,0,0,0,9.69,0,0,0,1.72,78.7,13,246,898,0,3.2,0,137,9.9
"蔬菜類","樣品基本資料","E3200802","有機小白菜(4月取樣)","白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi:organic","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0.77,0.78,0,0,1136,0.06,0.01,37,0,189,1893,0.03,0,0.1,0.1,21.7,0,0,0,0,0.84,0,0,0,0.71,0,40,136,320,0,0.3,0,23,1.2
"蔬菜類","樣品基本資料","E3010101","脫水甘藍","","","生,混合均勻打碎(挑去木耳及胡蘿蔔)",NA,0.3,0.35,0,0.11,0,0,0,147,0,0,0,0.13,0,0.07,1.72,96.7,0,0,0,0,0.41,0,0,0,1.33,0,1351,285,635,0,1,0,72,2.3
"穀物類","樣品基本資料","A0500501","白粳糯米(台中189號粳米)","圓糯米","White glutinous rice, short-grain","生,混合均勻磨碎",NA,0.42,0.42,0,0,0,0,0,110,0,0,0,0.09,0,0.02,0.13,2.3,0,0,0,0,0.42,0,0,0,1.65,14,2,6,119,0,0.9,0,23,0.4
"調味料及香辛料類","樣品基本資料","P0200901","蒜頭酥","","","混合均勻打碎(蒜頭,油,玉米粉等)",NA,3.72,3.86,0,0.23,0,0.24,0,264,0,0,0,0.28,0,0.18,1.33,0,0,0,0,0,4.19,0,0,0,1.66,36.9,32,49,807,0,1.9,0,56,6.8
"調味料及香辛料類","樣品基本資料","P0900101","紅辣椒油","","","混合均勻(植物油,芝麻油,辣椒萃取物等)",NA,9.01,17.23,138,1.73,599,71.75,6.07,1,0,111,1113,0.01,0,0,0,0,0,0,0,0,88.56,0,0,0,0,0,0,1,0,0,0.1,0,0,0.1
"蔬菜類","樣品基本資料","E5300102","紅葉萵苣(荷蘭種）","彩葉萵苣,彩色媚仔菜,紅色萵苣菜,紅萵仔菜","Lettuce;","生鮮,不結球萵苣,去蒂頭,混合均勻打碎",6.9,0.11,0.15,0,0.06,722,0.12,0,32,0,120,1203,0.05,0,0.08,0.09,6.5,0,0,0,0,0.28,0,0,0,0.61,0,1,52,313,0,0.6,0,18,1.1
"蔬菜類","樣品基本資料","E5300101","奶油萵苣(日本種)","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce;","生鮮,不結球萵苣,去蒂頭,混合均勻打碎",3.7,0.16,0.17,0,0,1160,0.11,0,30,0,193,1933,0.04,0,0.08,0.03,2.4,0,0,0,0,0.26,0,0,0,0.08,0,1,51,321,0,0.3,0,14,0.5
"肉類","樣品基本資料","I0404301","棒棒腿(土雞)","雞腿","Chicken: drumstick, wild","生,雞腿部位,去骨,混合均勻打碎",44,0.29,0.3,0,0,0,0.12,0,151,18,18,60,0.09,0.84,0.19,0.09,2.2,0,0,0,0,0.41,0,0,0,5,0,168,2,251,0,2.2,0,22,0.6
"蔬菜類","樣品平均值","E70001","蒲瓜平均值","扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆","Bottle(hairy) gourd;White flowered gourd; Calabash","生鮮,去皮, 數條混和均勻打碎",15.5,0.01,0.01,1,0,16,0,0,13,0,3,29,0.02,0,0.02,0.02,12.4,0,0,0,0,0.01,0,0,0,0.24,11.6,1,17,103,0.003,0.2,0,7,0.1
"糕餅點心類","樣品基本資料","Q2200301","紅豆牛奶冰棒","","Red bean milk ice bar","混合均勻均質",0,0.13,0.18,0,0,0,0.36,0.53,82,13,13,43,0,0.25,0.15,0,0.1,0,0,0,0,1.02,2.93,0.86,0.98,0,7.8,25,72,168,0.073,0.5,0.111,15,0.4
